"","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","Sizefractionmm","max_size","cycle","Sample_ID_short","Sample_ID_dot","PC1","clust_group","offshore_onshore"
"11",15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.626998198057,11.23,1,107.295262983128,6,"0.5-1",1,"2","C2-T9-H19","C2.T9.H19_S2",2.76117872001831,1,"onshore"
"12",15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.626998198057,11.23,1,107.295262983128,6,"2-Jan",2,"2","C2-T9-H19","C2.T9.H19_S3",2.76117872001831,1,"onshore"
"13",18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.934438538206,8.3977,0,772.339220752146,103,"0.2-0.5",0.5,"3","C3-T6-H25","C3.T6.H25_S1",-4.5098477781846,2,"offshore"
"14",18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.934438538206,8.3977,0,772.339220752146,103,"0.5-1",1,"3","C3-T6-H25","C3.T6.H25_S2",-4.5098477781846,2,"offshore"
"15",18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.934438538206,8.3977,0,772.339220752146,103,"2-Jan",2,"3","C3-T6-H25","C3.T6.H25_S3",-4.5098477781846,2,"offshore"
"16",18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.4453028169014,0.053271,1,772.390654633614,103,"0.2-0.5",0.5,"3","C3-T7-H26","C3.T7.H26_S1",-4.34673514655564,2,"offshore"
"17",18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.4453028169014,0.053271,1,772.390654633614,103,"0.5-1",1,"3","C3-T7-H26","C3.T7.H26_S2",-4.34673514655564,2,"offshore"
"18",18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.4453028169014,0.053271,1,772.390654633614,103,"2-Jan",2,"3","C3-T7-H26","C3.T7.H26_S3",-4.34673514655564,2,"offshore"
"19",17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.1243394383394,112.6,0,602.663124454706,5,"0.2-0.5",0.5,"T1","CT1-T1-H28","CT1.T1.H28_S1",-2.00912153769128,2,"offshore"
"20",17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.1243394383394,112.6,0,602.663124454706,5,"0.5-1",1,"T1","CT1-T1-H28","CT1.T1.H28_S2",-2.00912153769128,2,"offshore"
"21",17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.1243394383394,112.6,0,602.663124454706,5,"2-Jan",2,"T1","CT1-T1-H28","CT1.T1.H28_S3",-2.00912153769128,2,"offshore"
"22",18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.9071457364341,0.1229,1,524.184084319894,11,"0.2-0.5",0.5,"T1","CT1-T2-H29","CT1.T2.H29_S1",-3.32342938158119,2,"offshore"
"23",18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.9071457364341,0.1229,1,524.184084319894,11,"0.5-1",1,"T1","CT1-T2-H29","CT1.T2.H29_S2",-3.32342938158119,2,"offshore"
"24",18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.9071457364341,0.1229,1,524.184084319894,11,"2-Jan",2,"T1","CT1-T2-H29","CT1.T2.H29_S3",-3.32342938158119,2,"offshore"
"25",18.16806875,23.51549375,70.3971875,32.75895,0.0085,94.339,-0.073,0.00883125,258.4555,78.41433333,0.3345,1.0805,0.007,73.452,1.302366667,47.521482869379,24.685,1,450.78657056882,86,"0.2-0.5",0.5,"T1","CT1-T3-H30","CT1.T3.H30_S1",-3.64996846320746,2,"offshore"
"26",18.16806875,23.51549375,70.3971875,32.75895,0.0085,94.339,-0.073,0.00883125,258.4555,78.41433333,0.3345,1.0805,0.007,73.452,1.302366667,47.521482869379,24.685,1,450.78657056882,86,"0.5-1",1,"T1","CT1-T3-H30","CT1.T3.H30_S2",-3.64996846320746,2,"offshore"
"27",18.16806875,23.51549375,70.3971875,32.75895,0.0085,94.339,-0.073,0.00883125,258.4555,78.41433333,0.3345,1.0805,0.007,73.452,1.302366667,47.521482869379,24.685,1,450.78657056882,86,"2-Jan",2,"T1","CT1-T3-H30","CT1.T3.H30_S3",-3.64996846320746,2,"offshore"
"28",18.11386875,23.52309375,78.3553125,32.751575,0.01,81.135,-0.0975,0.04135,276.3005,58.56533333,0.331,0.9545,-0.0155,50.625,1.3489,43.3434390955507,39.938,0,353.655939666171,84,"0.2-0.5",0.5,"T1","CT1-T4-H31","CT1.T4.H31_S1",-3.19120252554327,2,"offshore"
"29",18.11386875,23.52309375,78.3553125,32.751575,0.01,81.135,-0.0975,0.04135,276.3005,58.56533333,0.331,0.9545,-0.0155,50.625,1.3489,43.3434390955507,39.938,0,353.655939666171,84,"0.5-1",1,"T1","CT1-T4-H31","CT1.T4.H31_S2",-3.19120252554327,2,"offshore"
"30",18.11386875,23.52309375,78.3553125,32.751575,0.01,81.135,-0.0975,0.04135,276.3005,58.56533333,0.331,0.9545,-0.0155,50.625,1.3489,43.3434390955507,39.938,0,353.655939666171,84,"2-Jan",2,"T1","CT1-T4-H31","CT1.T4.H31_S3",-3.19120252554327,2,"offshore"
"31",17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.154637508673,5,"0.2-0.5",0.5,"T1","CT1-T5-H32","CT1.T5.H32_S1",-2.01300398413028,2,"offshore"
"32",17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.154637508673,5,"0.5-1",1,"T1","CT1-T5-H32","CT1.T5.H32_S2",-2.01300398413028,2,"offshore"
"33",17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.154637508673,5,"2-Jan",2,"T1","CT1-T5-H32","CT1.T5.H32_S3",-2.01300398413028,2,"offshore"
"34",17.6749473684211,23.6387842105263,73.3793142152646,32.7639842105263,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.8642049180329,44.366,1,220.305053943031,78,"0.2-0.5",0.5,"T1","CT1-T6-H33","CT1.T6.H33_S1",-2.7500530264519,2,"offshore"
"35",17.6749473684211,23.6387842105263,73.3793142152646,32.7639842105263,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.8642049180329,44.366,1,220.305053943031,78,"0.5-1",1,"T1","CT1-T6-H33","CT1.T6.H33_S2",-2.7500530264519,2,"offshore"
"36",17.6749473684211,23.6387842105263,73.3793142152646,32.7639842105263,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.8642049180329,44.366,1,220.305053943031,78,"2-Jan",2,"T1","CT1-T6-H33","CT1.T6.H33_S3",-2.7500530264519,2,"offshore"
"37",16.2297888888889,24.6426277777778,71.9333776906222,33.6315222222222,0.18025,5.198,4.7105,0.991344444444444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.8938901098902,61.179,1,164.323309541035,55,"0.2-0.5",0.5,"T1","CT1-T7-H34","CT1.T7.H34_S1",1.00513938954881,1,"onshore"
"38",16.2297888888889,24.6426277777778,71.9333776906222,33.6315222222222,0.18025,5.198,4.7105,0.991344444444444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.8938901098902,61.179,1,164.323309541035,55,"0.5-1",1,"T1","CT1-T7-H34","CT1.T7.H34_S2",1.00513938954881,1,"onshore"
"39",16.2297888888889,24.6426277777778,71.9333776906222,33.6315222222222,0.18025,5.198,4.7105,0.991344444444444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.8938901098902,61.179,1,164.323309541035,55,"2-Jan",2,"T1","CT1-T7-H34","CT1.T7.H34_S3",1.00513938954881,1,"onshore"
"40",16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.7623714285714,8.3863,0,119.484327228147,10,"0.2-0.5",0.5,"T1","CT1-T8-H35","CT1.T8.H35_S1",1.22076988087062,1,"onshore"
"41",16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.7623714285714,8.3863,0,119.484327228147,10,"0.5-1",1,"T1","CT1-T8-H35","CT1.T8.H35_S2",1.22076988087062,1,"onshore"
"42",16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.7623714285714,8.3863,0,119.484327228147,10,"2-Jan",2,"T1","CT1-T8-H35","CT1.T8.H35_S3",1.22076988087062,1,"onshore"
"43",15.831225,24.523775,70.634,33.3592625,0.188328993882972,24.1310010423851,6.47513076921413,2.00485,144.391,19.85366667,0.649509371914297,5.6759649875409,0.232362030054595,17.868,2.443066667,23.8911457142857,68.88,1,395.828345736245,60,"0.2-0.5",0.5,"T2","CT2-T1-H36","CT2.T1.H36_S1",2.11375215303933,1,"onshore"
"44",15.831225,24.523775,70.634,33.3592625,0.188328993882972,24.1310010423851,6.47513076921413,2.00485,144.391,19.85366667,0.649509371914297,5.6759649875409,0.232362030054595,17.868,2.443066667,23.8911457142857,68.88,1,395.828345736245,60,"0.5-1",1,"T2","CT2-T1-H36","CT2.T1.H36_S2",2.11375215303933,1,"onshore"
"45",15.831225,24.523775,70.634,33.3592625,0.188328993882972,24.1310010423851,6.47513076921413,2.00485,144.391,19.85366667,0.649509371914297,5.6759649875409,0.232362030054595,17.868,2.443066667,23.8911457142857,68.88,1,395.828345736245,60,"2-Jan",2,"T2","CT2-T1-H36","CT2.T1.H36_S3",2.11375215303933,1,"onshore"
"46",16.11135,24.6348375,81.589375,33.58603125,0.180388031595353,26.9725836706573,6.15191411833528,1.3498,244.565,19.854,0.633395466798234,5.43599044060863,0.222955796865676,13.898,2.579066667,32.9056190476191,46.21,1,41.8635927597508,45,"0.2-0.5",0.5,"T2","CT2-T4-H39","CT2.T4.H39_S1",1.85378923815232,1,"onshore"
"47",16.11135,24.6348375,81.589375,33.58603125,0.180388031595353,26.9725836706573,6.15191411833528,1.3498,244.565,19.854,0.633395466798234,5.43599044060863,0.222955796865676,13.898,2.579066667,32.9056190476191,46.21,1,41.8635927597508,45,"0.5-1",1,"T2","CT2-T4-H39","CT2.T4.H39_S2",1.85378923815232,1,"onshore"
"48",16.11135,24.6348375,81.589375,33.58603125,0.180388031595353,26.9725836706573,6.15191411833528,1.3498,244.565,19.854,0.633395466798234,5.43599044060863,0.222955796865676,13.898,2.579066667,32.9056190476191,46.21,1,41.8635927597508,45,"2-Jan",2,"T2","CT2-T4-H39","CT2.T4.H39_S3",1.85378923815232,1,"onshore"
"49",15.68699375,25.07190625,77.0835625,34.03350625,0.211496483766573,5.491,7.41810445656197,1.07124375,161.261,14.891,0.696521147092192,6.37608264167492,0.25980439841678,9.927,1.530533333,40.8331421052632,43.725,1,52.4082291080906,47,"0.2-0.5",0.5,"T2","CT2-T8-H43","CT2.T8.H43_S1",2.87610660701357,1,"onshore"
"50",15.68699375,25.07190625,77.0835625,34.03350625,0.211496483766573,5.491,7.41810445656197,1.07124375,161.261,14.891,0.696521147092192,6.37608264167492,0.25980439841678,9.927,1.530533333,40.8331421052632,43.725,1,52.4082291080906,47,"0.5-1",1,"T2","CT2-T8-H43","CT2.T8.H43_S2",2.87610660701357,1,"onshore"
"51",15.68699375,25.07190625,77.0835625,34.03350625,0.211496483766573,5.491,7.41810445656197,1.07124375,161.261,14.891,0.696521147092192,6.37608264167492,0.25980439841678,9.927,1.530533333,40.8331421052632,43.725,1,52.4082291080906,47,"2-Jan",2,"T2","CT2-T8-H43","CT2.T8.H43_S3",2.87610660701357,1,"onshore"
